Company,Brief Description,Protein Category,Company Focus,Company type,Technology Focus,Product Type,Animal-Type Analog,Ingredient Type,Operating Regions,Country/Region,State,City,Website,Year Founded,Founders,Logo
SOFIT ,"Plant-based milk, almond and soya",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,,Asia Pacific,India ,,Mumbai,https://www.hersheyland.in/sofit,2004,,Screenshot 2023-11-09 081135.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/jJuxUGeI_ZA6921eEP8rAw/imHJtNpBTLahsKL0nnxoC8C7atiiG4g1ilP6gAFTc2sw96gDTUcOc7iF1fIwHPa4dirc8yolBM5UT0ZXrnZcmUMIikXWbGCdvJKW7UARTBPN5RluZzD_N8bih1HuMae-s72JJAPcep5QfBhSDrpFYlZy2AtNKPC8DWnuyxL7eQE/OnRFDK9gRcyEu20qn1zXJ0BV2656gXCo-MBU6trdTsI)
Big Sam's,India-based food wholesaler (primarily seafood) that also sells several vegetarian and meat-free products. ,Plant-based,Meat,Diversified,,Ground meat/seafood,"Chicken,Beef/veal","Pea,Soy",Asia Pacific,India ,,Mumbai,https://www.bigsams.in/,2012,Lavin Samtani,woocommerce-logo-v2.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/ntUaDuVV2AmKfPXj9Q6S0w/CzYFdtUDsyGaBJZNx9S4R0IXpV8WDZSP09GA87K7MuIcDDtQ_IwZA6BDz0HpkAbCpy3b-KHAWKNazrGLyCoas8BSjtn8Kg65HzNvDhB-I3Qu7IOqUhcmmB2b2qDgq3n4jBjHs9ba86TtoR42QwLnNkT_x1kwjqhfbz8WC7HOY9c/8wnCnkPjHrU5wQGg-LMh1e1bj-BJY1ZGEcYz3e_TZeY)
RAW Pressery ,"Indian producer of a variety of beverages, including an almond milk. ",Plant-based,Dairy,Diversified,,Milk,,Almond,Asia Pacific,India ,,Mumbai,https://www.rawpressery.com/,2014,,
"OneGood, formerly GoodMylk (Veganarke Enterprises Pvt. Ltd.)","Plant-based milks, curds, butters, cheese, spreads, and dips. Formerly GoodMylk",Plant-based,Dairy,Diversified,,"Milk,Cheese,Other dairy",,,Asia Pacific,India ,,Bengaluru,https://onegood.in/,2016,,
GoodDot,Makers of plant-based Indian-style meat,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Beef/veal,Chicken","Soy,Pea",Asia Pacific,India ,,Jaipur,https://gooddot.in/,2016,Stephanie Downs,logo (2).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/vE_im61u0WuPOyZIEcUl5w/VzHjgDDAMLOVeznoV6nKsnNeDDCkprtCaI1tgGiNbqHxD6Mm8sBGiFHnxeiFaevj6Qsn7W0dTCZ3zR9yh2gV6vem3UhzOROk8J88zJ7vll6RVuAaCOoN3dfNuDRnUWJ3kJC72_YlP4q8nWIhgJpD9w/KE4Wi7sxMKfTem7Xhw79YXU8xK5W01ixMxqymFOAj8M)
Drupe Foods,Almond milk ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Almond,Asia Pacific,India ,,Noida,https://drupepower.com/,2016,,logo (9).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/9Tsuq4T9Rin9VVbbIXNvrQ/u4y_YN59K-ekyM-hM10Ygks2lTwAzAIPeK9BsQwubPCHwW2fbM7YaTKQdRDHS_U128WGiL2BwZMVuq1Hm2TW0fVLCTPAyL6dIEY3pjPWBMkoj9kCA_m-ZvCj1EAF-VDIlwNXkSHSb0MByQYwHD44bQ/UL1WMGWnVZUhPk5HmyFqvuQrEV9CJGFCOAGkdbt-JvM)
Greenest (Upstablish Food Technologies Pvt. Ltd.),Replacing animals with plants to get smarter protein on our plates ,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other",,,Asia Pacific,India ,,New Delhi,www.greenestfoods.com,2017,Gaurav Sharma,greenest_logo_c8b54a4e-7697-4ab4-922a-58db74c482d7_200x@2x.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/KTiyHIqUKscyEJfSKp2PuA/lYU5s7SXAav8-F-ZuDync1m8fSkTeFuL8HSV162NV13D_Behugc83incqf08ggwY8fMvnrV3_iJMAboMbxYGveldPM2gxv9Rnff4e-q_3ZX1xk51p63rGVBjwIFfelPdWitV7hDmnPkBljb4WYDrHG4pg03a7xyrOF7mWniN1T7rvXX-LoHkQj1NZ-thfNscJ1E0yDBOHWSRFVy2ea5wrw/ng3lJLgB150yG85DdBtCdr4WzX-wI30W5OEBJLwx6Dc)
Just Dig In! (Novolutions Food & Beverage Pvt Ltd),India-based producer of plant-based meat alternatives. ,Plant-based,"Meat,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,,"Chicken,Beef/veal","Soy,Wheat",Asia Pacific,India ,,Bhubaneswar,https://justdigin.in/,2017,,311a13df-cb21-4c29-824f-be949c9253d2.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/8uHk-tv_t5mUUdiwE3EAYg/XbOmre_w7YkMcML0YNDGfSmVrzEndMTatRQAIWwyTTzqRmmt7OXf_wg89WPvat98vKsdirhUbRd2Gx7ZVuASrE1hVRouOuD55CFX1GYc5XZH7fE__5c7G9Hf57uY3tRReXoSmnaxTXgJ6d6fC54O8Stn2E76B9klKMYpSxfOxP6Jk-2W6N8zuqjJ6WSK37NY/4nRlMSTa-h0sHhxZvHGqWoBTLIlX2DVUsUfAjHRvJnk)
Sain,India-based company making plant-based milks,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Almond,Asia Pacific,India ,,New Delhi,https://www.sainworld.com/,2017,Sheena Jain & Tarun Jain,Screenshot 2022-10-12 3.44.44 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/cQYPH9_Tu9kh_eKEKpYXHA/aPnX4PllSe_cN-VkbaDgfAKTkdEzYzH3WAsUTcNAd_CfOoZwOHB1tSysnISPF_jxN3kGyPHBVW8DnHpEaqQHaJ1lTaUD_WWgxXr6VIcwUmFKSfRb9QimZU-8gscZHRjkiSiVTzb54Qb52X8LfrMaLM92jvGRRcN4tt8cuTMkEaY/O-JPaiQGOhyM-WFZQNfCgby4aB1BzuVW9c7aa96GhfE)
Mister Veg Food Corporation,"Plant-based meat, seafood, and  ready to eat meals ",Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Whole muscle meat/seafood,Other meat/seafood,Ground meat/seafood","Fish,Beef/veal,Chicken,Pork",Wheat,Asia Pacific,India ,,Faridabad,www.misterveg.com,2018,Simarjeet Singh and Rupinder Singh,MV-Logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/43kgiUNJNtHq9JyIameN-A/rcCD97a1ccP-gVLBLRf04wkpYd-MQnMts-V8Bz7Y6n0-hBdYAhRUTmEIIs9Zp6nVbr-6OOXoYuT1x4GIgKCijozybrMTHbwXN11pQe36uZ1ywFFuUsbGvK5TW-WZUlExp-TcLsl-HX_lFg9XBv6wKA/8_1tPGhQeG-Coy8dfPfE0BapeT2nNhXY3LKZxq3S4NU)
Eat With Better ,"India-based producer of jackfruit products, including a nugget. ",Plant-based,"Dairy,Meat",Diversified,,"Ground meat/seafood,Other",Chicken,Jackfruit,Asia Pacific,India ,,Pune,https://eatwithbetter.com/,2018,"Keertida Phadke, Karan Bajaj",
Soft Spot (WestBay Foods),"Develops plant-based cheeses with the flavor, texture, and aroma of their dairy counterparts ",Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,,,,Asia Pacific,India ,,Mumbai,www.softspotfoods.com,2019,,Screen Shot 2021-07-08 at 4_37_03 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/mjr4U35SKY5MQ8mc-Rci5g/arO0JRL94rEbiWvt76XuKQXTQXYLWoJuHWgjRD386hIFB9z-Ndsp35bZnexVCZEx4_7_Zvlp8oQXrZLfgha_uQo3pzy7XGemyA6btN5tRSSyQinHcqa6T7mm_k0PpCZMbeYVOrRMnVtjOHKYBD8rUFsInJ_kG7Ph9HaPDK5x3s4/VKsR5o8oWKRneJfDRnULU_PxMIKk08GSrCB9oPn9mBs)
BVeg Foods Pvt. Ltd.,Provides high standard plant-based foods for the global market ,Plant-based,"Meat,Seafood,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Cheese,Ground meat/seafood,Whole muscle meat/seafood,Other meat/seafood,Other dairy",,Soy,Asia Pacific,India ,,Delhi,www.bvegfoods.com,2019,Akanksha Ghai and Prateek Ghai ,bvegLogo .png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/m7RrWrrCM8fLZsDrSOrySg/qKW62OON2LOdaREvtMW-f07vevTDfBB3SKHelAyFSsrWsCVC-XxSOyWqVznURp8h7-UP5VSqgKaeKCr_4bGWqk1TlGUGZKEN6zFjnHLejX6P7bzX0gWofHGqGfVX5mIrHNjp2dwNLb6WtsLiPovxeg/R7HpV6DaJ_wwDeV8Ss3XJz-oIPEG0hD6dM97plQEA-U)
Clear Meat,"India-based startup working on cultivated meat, aiming to work in a B2B format to license out their technologies. ",Cultivated,Meat,Specialized (focused on alternative proteins),"Cell culture media,End product formulation and manufacturing",,,,Asia Pacific,India ,,New Delhi,https://www.clearmeat.com,2019,"Pawan K Dhar, Siddharth Manvati",ClearMeat-logo_0.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/G8gJ3Gc5lR7U45goPWRgEA/8HkHCTtcWoLjXxZWBplW1NZzckb4YRCn_RDAMUR79Z1EhKOQAkhoJ3VupVtTK3xlxd1zW5y5HZsULLq2Ai3E5X43qBelGR8fKNKODHXpQyRgQaqmiezl8mA-QNijZXOjJWQ0chAsnf3qZkIHC6bNIg/x1X76eu1073LpKCSzPn_7jkpk7hvhEIUSlJoZ9YkAbc)
TruuSOME,India-based producer of a nutrient-rich food ingredient for manufacturers. ,Plant-based,Dairy,Diversified,,,,,Asia Pacific,India ,,Ahmedabad,betamg.in,2019,,
1Ness Foods Pvt Ltd,India-based producer of plant-based dairy alternatives. ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Milk,Cheese,Other",,"Cashew,Almond,Pea",Asia Pacific,India ,,Mumbai,www.1ness.in,2019,Kajal Joshi,1Ness Foods Pvt. Ltd..png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/t8R-HE6-vX4xtz0he_TK0w/S8t7toLW10fPz5WcqgRlzUeO5fTsfxwtNs_8xiw4SSbNLZDpmjo3_3RvSXpJIl8ZMedEdIoLlK78I4GoU7NczaTb82BKASPi5A6vNBFD-Eew_yV2tLFQ-Fzls2eWDyXyCTA1zjBCpfaFzFZGWcjMnPFyhNWdkQ1PkB3-nAurwRI/eccTvnRcgwzydUf5iO1Mp70ktjoN0zs-R1k1b06JvFQ)
Freshwoof (Urban Tails Private Limited),"India-based company producing sustainable, plant-based dog food ",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Pet food,,Chickpea,Asia Pacific,India ,,Jaipur,https://freshwoof.com/,2019,"Saakshi Sharma, Tejwinder Singh",freshwoof_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Tkn6V81gEb9cxExI2HPzlw/0OP_iBis98rpmRIDlyz3XN10m2Gc8-n5o0Tes7fFzFxfZ0B-1KuyZVaf3iHhuf9ttn9h43JKDErpPVdrO_cJhsvzmHJirYeiL3xCjZHKLhOliVjLelNZzjYE1vaGB2cvsp00FWISlykx8GxLVj954Q/m8vakqbfwhWIi9muMCxMdG2ScsJnO96Pi1ypAfuevYw)
PlantMade(Dharmic Food Pvt. Ltd.),Plant-based egg alternative ,Plant-based,"Meat,Eggs,Dairy",Diversified,,,,,Asia Pacific,India ,,New Delhi,https://plantmade.in,2020,Prakarshi Pulkit and Gaurav Chauhan,plantmade_logo_final-3_120x@2x.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/Icje1GFmrM1JPp17bvJtnQ/D_C0x_wH-5AhwrEslW46XpRaYMPJdA4mE2vIG8bfViEJ3phblQOvEqQc9KyxBgg5BAACJPMi3xN_E4eM6W43Lyu68MnYxKTkUZQaHtjbXYspsh_Y2PUW2iIGMQCtEnZneBQYAMMp9oUcjF__0ft7TJOAQZEzZ14SgVkcrKgTHSw/faXYTd-bnW6CRIWWzn2LoKC9X1vl7sT0see5FVDmyzM)
Innovative Nutrition Solutions Pvt. Ltd.,India-based producer of plant-based omelets.,Plant-based,"Eggs,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,Eggs,,Lentils,Asia Pacific,India ,,Bangalore,https://nutriquofoods.com/,2020,,innovative_nutrition_solutions_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/suxUdMw9V_BSynWh-ly36A/CLtuQNz6LqDwpvF0F4ZYYS1SX0RiG5APHhplBJikxkiqkwAQ32eQNaYrso19Mv-AhXO2QThQ-Tj2hufDAUa1xNj9a043ef9KJ1f5Jigo_868N111SDBq_zuEJeROctlDc9Sxj2v634dZofxo6DQA1nsKtvVRFO_dHcGEB9k9SKu98ZOyNdPv6vK4fgJq5xdX/2bRRUEK6Q9hKx8KMFfWMNei3XRVsDphiwzaN4aj101A)
Imagine Meats,"Imagine Meats is a labour of love by Genelia and Riteish Deshmukh, aimed at providing the taste and indulgence of meat without any of the guilt.
",Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Whole muscle meat/seafood","Chicken,Mutton/lamb",,Asia Pacific,India ,Maharashtra,Mumbai,https://www.imaginemeats.com/,2020,"Genelia Deshmukh, Riteish Deshmukh",Screen Shot 2021-02-08 at 2_15_28 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/dex50h5PszaWk_QnqvrOaA/-an9XVMaNv4zHEVtr9tqrb69cS7wsR1fiKPfptcSqBaPvMNqWXXHNHD_IAS53v_DsHs5QkEhTopS0-w2W2qEHE_00gJGERMEwntDS4cRijRzsVGv137zLi4vFzdotgnMElQbAiUCfBaxlOHNSeJSeyefldQehrMiIWUb3cuaf0o/0B888MQxqon6jFwakxmgndZdW7KkyceCyo1NW33yfoE)
Shaka Harry (Liber8 Foods Pvt. Ltd.),India-based producer of plant-based meat alternatives and meals for the Indian palate.,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Chicken,"Soy,Oat,Wheat,Pea",Asia Pacific,India ,,Bangalore,https://www.shakaharry.com/,2020,"Anand Nagarajan, Sandeep Devgan, Ruth Renitha and Anoop Haridasan",1630299639899.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/iK_NxJYJmklFCSEHVvsrDg/MRjNi-HUWl2ZWq-q_lQv7o2MxwsJeYNU_epmkZBVejl0F4UdR_LKXoXexO4-bx3t4yzrS_e48RpDTutSD2zE36vhvXuKZj2lDyGsoEwyQfVT5Lt1wA0ZT88nQusYRtEtIqDLL_OBokS4-ALbbid9kQ/S2uy-VOMWdaFog0j5Zf1PEoSbiS37swQmakclqfFfEs)
Demolish Foods (formerly Brew51),"India-based company developing precision technology to create plant-based whole-cuts of meats with superior texture, taste, nutrition, and price, primarily focused on fish",Plant-based,"Seafood,Meat",Specialized (focused on alternative proteins),Scaffolding and structure,Whole muscle meat/seafood,Fish,,Asia Pacific,India ,,Bangalore,https://www.brew51.com/,2020,Ravali Amba,demolishfoods_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/WQSLJ1FmXa7GlFATsXB27w/RRjuP-td8BP3fHBU14R7piapKfzVFarPnqI6qexsII8cJLe-fQRJQf0oUyEa6nfCs8AT-aAYfhMdGhFN4Z_4TxiGB4u5ioF1FyKeeUS45KVZs56SLlhTlzKTIpfThQVSp_adKMBdTf0482Lqwfv8A_9sQc8Fso5fto47agX2AVU/T3c1zO_dxAMaGNNFlBFyvtEB_lcIY5as43nhang9A6Y)
Rethink Bio,"Developing alternative protein ingredients from microalgal biomass which can be used for various applications across meat, seafood and dairy. ",Plant-based,"Meat,Dairy,Seafood",Specialized (focused on alternative proteins),"End product formulation and manufacturing,Ingredient optimization",,,Algae,Asia Pacific,India ,,Pune,www.rethinkbio.in,2020,Mangesh Khadase,rethink.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/c4IQZuFFsjWSN1kI-g2cMA/K01geXZ57-VuN8q1wkZgig9Bm49RnAgm4vM39qCNdMSXqvUAnCihErvtbX8rwpGIkAX9OFB2XAMiy5wkAwseBZ7DUjfaXit6OdLrXaw7HeTOV6Jc7E6XTlg93VvrYDkTL3anDJtp9iSPgWWQ5sL83Q/IXcTbC86VEEUhMu6ema2Ihxrr7DzPLavBOzt2P0brpY)
OatMlk (WG Corp),India-based oatmilk company. ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Oat,Asia Pacific,India ,,Kanpur,https://www.oatmlk.in,2020,"Akash Wadhwani, Rishabh Gupta",oatmlk_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/j8XcW8wWOM0I8x72itWX4Q/ABRHzEmnMdicnmda8iIZNnXLLN2-vIJ5cWaBc6OKjXs8l0M_DcItifHdJBJ-9aNaIqb9FI5CJKAYO-5a2aLUZpYaPJ67OKzckTA_-SBM4fARwyY3XMZhZie-L8HWcFWW_Mhm3c1grsF_acifIquPlw/V0cNhZHbH1UBJ0DfHHOqpYXFIO8MZ7Y6F0_LiTcH7J4)
Funny Nani (Nayamylk Products Pvt Ltd),India-based producer of plant-based paneer made from watermelon seeds. ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,Other,Asia Pacific,India ,,Mumbai,https://www.funnynani.com/,2020,Yash Khandelwal,funnynani_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/OBgxI96mNUQ7eTMwX_ULXA/SW6vu36SbfH0BgGeh_DPMev-DAeSZAs9JTIwXxMQ9qf_icOnWUbENmeiI-l1a6JOpq-BSACdDdURVOu71MWXv1jjUfiOZ7f-1Qd69Qey2zbeCAtnDzNmp5wYYiYNZ_H8zgY-751Rtmnk6C3MqK9w4A/fVEJn6TI072qvRxO3sLurJGPeEkRZZJOONxgP02U41c)
Wakao Foods,Goa-based sustainable food brand that makes products from Jackfruit,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Whole muscle meat/seafood,Other meat/seafood,Other","Beef/veal,Chicken",Jackfruit,Asia Pacific,India ,,Panjim,https://www.wakaofoods.com/,2020,Sairaj Dhond,Wakao-Logo.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/vEFqYQYsUdBum7m8BOOXrQ/wdvAQF9zW9LVOOiKbSzR-G8kv7CZsnmnWlKGjSM8kYltIHX0TQVeUr8WvKEPpB-gJORKHjnqkZr-ns0V2dN4RgM99YBTOngwT_nG2HdTvEcuDwuMgvfDikQHCNg1KDOzNIPj6IPWwII2ylJKx4RZew/pYKJoCxkXwrOjaEmMU4xZJcQ20BeNu_C83Ojj5vecP8)
Nomou,Plant-based gelato ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Other dairy,,Coconut,Asia Pacific,India ,,Mumbai,https://nomou.in/,2020,,Screenshot 2023-10-31 at 4.22.25 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/5rswTlsZV3eMlPPjpVyP4w/0dfreTfxSDnCpMJK_HwkbzEQ7VS2J9-pjLoQ0RV-V9u4kOi08L5e4mVDbEfEzrA41oGg3Ftv2Sdxj6YZgz3pHbIrDlMAC8yaaMdW1mHZVShJqZ7sQN_tSVTGPGlDjQKj6iNfBwSeDSgabN0YIYkt6EVCFla8iAxz_buTvk1uz54/IFpeLn6sPQHcvcYxg03IyF5zvTsRasOKJcXI0j2U4Hc)
Zero Cow Factory (HENI INNOVATION PRIVATE LIMITED),Produces milk protein using microbial fermentation.,Precision fermentation,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,,,,Asia Pacific,India ,,Surat,https://zerocowfactory.com/,2021,,logo-1536x799.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/1MA00VXR4CnEQkfHCALA7Q/KnecRQogfqwZgcoog8wpPifXeqzn0YmJXxJQsAM3blZ6n316cHlo77IpOlaaJhWAaAxAlHNGy3qiPT6w58llOynvJQWW-u_jH9-HZbYQgzUmLP4ZQbMcwwQC3sl_u2U67T8W_D080leg2rQvmN685Q/T-d7NWBYrifShMRKHGNwipjJ7XxD7bhtdvt8ecXBK_o)
SeaSpire (SeaSpire Pvt. Ltd.),Plant based seafood company based in India,Plant-based,Seafood,Specialized (focused on alternative proteins),End product formulation and manufacturing,,Fish,,Asia Pacific,India ,,Mumbai,http://seaspire.in/,2021,,seaspire_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/c-YyyzcO3Cw9x8HRxOwbMA/mS5-Cc7qpdlRF149UYIMtJJsspsjmKt0dtq1XG1bhOWwsr37gO6tZVsPB6nGzWgM5x9kz8v3QZNyTC6ahk1G5WI-bleTEfuR3N-BiwKuPO-PejxZUFt8N0baYFqLJbnyUeUdEdJZFMVIsDMgRjNuaA/cfAfn_sbJuNSooyIJV0z2jAwexTlBglKgr61HIwMou4)
OATEY (Plant Essentials Private Ltd.),India-based oat milk company. ,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Milk,,Oat,Asia Pacific,India ,,Bangalore,https://www.instagram.com/oatey.in/,2021,"Ankush Jamadagni,  Prashant Chauhan",oatey_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/xQw_IWP8lszJCkLZDgBc7g/V0QbldVcYyGgz_0cJche6WVNSuJa0v_P6xKrb78XIW0cCO2kh2ccdUFv7Kw5iMXvSJREHQti2N_Mqd2IW8kRU8tkvD6gm5QCyapG3vNpCBqrJ0qVCw32xjw7TALVrUsAyT68wi6wJA2XAn1tVc4DbA/4g83PwDE5OIii0bkK9q6B9JYDYo88Zx882Qyl1vu1Is)
The Green Meat (Greenovative Foods Pvt Ltd),India-based startup developing plant-based meat alternatives that closely mimic the qualities of conventional meat. ,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,Whole muscle meat/seafood,,,Asia Pacific,India ,,Kochi,https://www.thegreenmeat.com/,2021,"Unnikrishnan PG, Dheeraj Mohan",thegreenmeat_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/RBhqEEocnmNrfEJWxGKOzA/ctB0doJSsFAgmIOEdXg4LKmxhQoX1sy_2I-2hDZ34WDCS4LMJUup8ehZR04i0C7qCXGiTF-oqRtd1z6wrQjTnMg89MidPCVYA5E-RSErPgqxakWS_tuDZyAftRH-flkwwFpvIUcVwmHniEKkanK59u_1FjiTWRzFEldg1QsZ0p4/bxB3KqC2J7qlhuhQsj4k0ozvEm3aYXPxGfQLH90X4j8)
Mighty Foods (Freshezy Foodtech Pvt Ltd),India-based producer of ready-to-eat plant-based meat and seafood alternatives. ,Plant-based,"Meat,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,"Shellfish,Fish,Beef/veal","Soy,Konjac",Asia Pacific,India ,,Mumbai,www.themightyfood.com,2021,Dibyendu Bindal ,1607967871810.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/zeGelwMT3ZDOMUZtTdQgKA/1hfFrtOiNUT6rBOufn92qkA8fcZjgav_chUfikzYXvJzYPNSnXJcOpwaqr7MPKcNEcohTGDsf_sd5FW1SyLwuab7x9jaXdRVKj1CWCzF4TIbqnFEHUsTTinzLSO0QGcR7aq_WKOcVTQG6KGdcM9yiA/-Hg5gXDlqHqJie5xMV2DNBPHF98PVW2Kfw6vYqZ_BEQ)
Vecan Foods LLP,"India-based producer of vegan products, including meat and cheese alternatives. ",Plant-based,"Meat,Eggs,Dairy,Seafood",Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other dairy","Beef/veal,Chicken","Pea,Potato,Yeast,Soy,Wheat,Beetroot ",Asia Pacific,India ,,New Delhi,www.vecan.in,2021,"Mahima Gupta, Guneet Kaur",vecan_foods_logo.jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/jUY7YPDmfygYa5u6J03byw/Hg8rJiHg9OCaYW-XAEcRqaqWt2W_-4XKSVl2QN8LAx18sBJ3YmV_0cWCWWG_d66Xhfi1rfHuphXPwdCum2dp3ytY_nv_nTJ-bLPiTSOPVQNiiKcGoxDHg1wFQ3tA9YirXnL1kjnKIVFC_xe8cV0WJw/ro-T_w4jahWMlSSeK3OjOsxsGaY-RCbajmXyxT22LcQ)
ProMeat (ProPlant Foods Pvt Ltd),Indian producer of plant-based meat alternatives. ,Plant-based,"Meat,Dairy",Specialized (focused on alternative proteins),End product formulation and manufacturing,Ground meat/seafood,Beef/veal,"Mung Bean,Pea,Soy",Asia Pacific,India ,,Mumbai,www.promeat.in ,2021,"Pranjuli Garg, Debabrata Das",promeat_logo (1).jpg (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/k7xZvpSAlwJJAPGwXbDDWQ/AENYOXoCNI83enBkf-63dqbFQnYrGdCblea4Gz4u1lqnAkiy4t1UfkD1XTHFmDZap14gay1tEwV-zH_yqCwTGar2XgGKdVTt79DUIe1UHbuoYzW81NRN0z-GE8efTs5AifnERjAnFLZz3ACnH1ECmQ/DFdFJaUbkoqXvGGj2DJ2peAOlpoy0jBSlQdjUiX-hnw)
Imposter Meat,India-based company that produces plant-Based meat.,Plant-based,Meat,Specialized (focused on alternative proteins),End product formulation and manufacturing,"Ground meat/seafood,Other meat/seafood","Beef/veal,Chicken,Pork,Mutton/lamb",Pea,Asia Pacific,India ,,Bengaluru,https://impostermeat.com/,2021,"Nikhil David Prakash, Kevin Jacob Prakash",BANNER SIZE IMPOSTER LOGO(1).png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/seIDHdKrK5mUgk73v0a6Kw/Jr46fEuSFrp3JaK4eauIBodTNI6jvdBzYwzsA0Y5JhkZsFAhPp9rmuLuB_bjb3jS9PU2W6SnGKLGah5jb71wBjQNB5425bN3JwegWdCPV0o-lBLuDYtR2t3dmxVzEmQZ5dHZ80jfprxxYCNNWJzY4NIU0faGagk0qPb-25bKQTw/9KH3BXKfFxJ2zjdEbnXa8EkjzxVKxHmVF50noTiI_SM)
Bombay Cheese Company,India-based company producing plant-based cheeses.,Plant-based,Dairy,Specialized (focused on alternative proteins),End product formulation and manufacturing,Cheese,,Potato,Asia Pacific,India ,,Mumbai,https://bombaycheesecompany.com/,2021,Anuradha Sawhney,Screenshot 2022-09-04 6.31.05 PM.png (https://v5.airtableusercontent.com/v3/u/25/25/1706292000000/aAwhpKFB1D1CYpnvPJ3Vog/BcWU1hNN5O4qhokEsyD8jKzAXxRYjIOAJRiVmIxp3pwG-OhNt2Feavi66ltWWyAlEy8ec45gn06ZvibXDIR8MNysfvo0FDZWRTO0pUVY8Wcaa6slQ_eZNgU0JR67hfzufW9TZUJ11cysRmCiSaTpVnHcYicKShcK8AXEcj_yuCQ/YEAaYL09VNTKFmohDLy3KEoARFVzci56XtXKNeW5qW0)
goCore Superfoods,"Plant-based beverages (coconut, almond, and oat), breakfast jars, juices, smoothies, nut butters, etc. ",Plant-based,Dairy,Diversified,,Milk,,"Oat,Almond,Coconut",Asia Pacific,India ,,Delhi,https://coresuperfood.in/,2021,,
